  -3.8443395e-01   7.2145767e-01
  -1.3815911e+00   2.7557935e+00
  -1.2159306e+00   1.9566718e+00
  -6.6086500e-01   2.4508973e+00
   2.2758567e+00   2.6611762e+00
  -2.4134307e+00   2.4399711e+00
  -3.2781323e+00   1.7966731e+00
  -1.1500375e+00   4.9795792e+00
  -6.8958792e-01   1.8921281e+00
   2.3379237e+00   3.9339338e+00
   7.6062345e-01   3.7103750e+00
  -4.3621492e-01   4.7779542e+00
   5.0248070e-01   4.3657200e+00
   1.4068154e+00   3.6802821e+00
  -9.1750974e-01   1.7320298e+00
  -1.5404309e+00   5.2328463e+00
  -3.0101279e+00   6.3807417e+00
  -2.5723103e+00   4.6419143e+00
  -3.5405596e-01   6.9820884e+00
  -1.0492585e+00   4.3825363e+00
  -2.3381948e-01  -1.6943863e-01
  -2.4146129e+00   3.2153955e+00
  -2.2029696e+00   4.0021731e+00
  -2.7200522e-01   1.6749976e+00
  -1.7357482e+00   1.7822383e+00
  -1.4497475e+00   1.0506645e+00
  -2.1289678e+00   9.2799454e-01
  -1.5462682e+00   2.0679480e+00
   1.2339238e+00   3.0888332e+00
  -1.9228835e+00   1.1148445e+00
  -5.4014683e-01  -8.0454438e-01
   2.4278939e+00  -1.0123241e+00
  -2.0360894e+00   1.8412401e+00
  -6.0402111e-01   3.1997129e+00
  -7.4711675e-01   3.4804418e+00
  -2.2422758e+00   3.2659194e+00
  -2.6680416e+00   6.4433610e-01
  -4.5290069e+00   3.1110576e+00
  -1.2787368e+00   6.6672478e+00
  -8.1051715e-02   5.4636127e+00
  -1.7306274e+00   4.0387263e+00
  -3.9307299e-01   9.3275795e-01
  -1.2566700e+00   4.1687847e+00
  -2.5566336e+00   3.3150906e+00
  -2.1930071e+00   2.4109740e+00
  -4.6098739e+00   4.2430185e+00
  -4.9767082e+00   5.5182377e+00
  -1.4970764e+00   7.7418098e+00
  -3.7750043e+00   4.6123454e+00
  -8.8042897e-01  -3.3374279e-01
  -2.0489116e+00   1.1026553e+00
  -4.6179342e+00   3.6978655e+00
  -3.4043688e+00   1.8355705e+00
  -2.3430213e+00   2.4698627e+00
  -3.2523274e+00   1.1059455e+00
  -3.3869462e+00  -2.4467987e+00
  -2.5727094e+00   4.0956898e+00
  -4.3339446e+00  -4.7749200e-01
  -3.2496894e+00   2.6287601e+00
  -5.6900444e+00   3.6351709e+00
  -8.2900903e+00   6.9504607e+00
  -4.1544837e+00   4.4851167e+00
  -1.5124793e+00   4.6304118e+00
  -7.3543701e+00   2.7638978e+00
  -6.1322357e+00   2.9835691e+00
  -5.6913747e+00   4.0260593e+00
  -6.9533763e+00   2.6887932e+00
  -7.7662683e+00   2.1106427e+00
  -3.0523529e+00   4.7540466e+00
  -3.4117079e+00   5.8529237e+00
  -3.3325154e+00   1.8977896e+00
  -4.8005891e+00   4.5872639e+00
  -4.2952954e+00   4.7625915e+00
  -7.5084334e+00   2.8102832e+00
  -4.8112704e+00   1.6800649e+00
  -3.4597023e+00   4.8029006e+00
  -3.2843128e+00   3.3700600e+00
  -4.5547319e+00   4.0338250e+00
  -7.7343041e+00   1.7051676e+00
  -4.2101112e+00   9.4543955e-02
  -2.9763037e+00   2.5666297e+00
  -5.5784553e+00   1.3358247e+00
  -7.2707690e+00   1.0421159e+00
   2.2938167e+00   3.0590831e+00
  -1.7455573e+00   3.8514933e+00
   1.5698201e+00   6.9327904e-01
  -2.3765420e+00  -3.1857520e+00
  -1.9474256e+00   4.0290059e+00
  -3.2664582e+00   3.0287984e+00
  -4.7786683e+00   6.7166764e+00
  -6.6313563e+00   6.1958497e+00
  -3.5416453e+00   4.4008787e+00
  -6.1086748e-01   4.0228223e-01
  -2.0021830e-01   2.0745983e+00
  -6.1328520e+00   1.0856199e+00
  -3.1442355e+00   6.2593413e+00
  -3.9141932e+00   3.3411809e+00
  -3.0272983e+00   3.9345688e-01
  -2.4514000e+00  -4.6903722e-01
